régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
2;181553;THEATRE SARAH BERNHARDT;ILE-DE-FRANCE;82 BD PAUL VAILLANT COUTURIER;95280;Goussainville;31052.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;562.0;6.0;11.0;1111.0;;;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;4.0;0.0;0.0;37.567567567567565;0.0;0.0;62.43243243243243;4.0;100.0;49.03242;2.471796;49.03242, 2.471796
2;193442;LA TOURNELLE;ILE-DE-FRANCE;14 RUE DISPAN;94038;L' Haÿ-les-Roses;31847.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;274.0;49.0;1128.0;29984.0;16925.0;77.15805022156572;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;253.0;188.0;4.0;59.88354620586026;18.703981968444776;15.909090909090908;5.5033809166040575;148.0;46.13824192336589;48.779749;2.339014;48.779749, 2.339014
2;202562;PATHE;ILE-DE-FRANCE;5 RUE FRANCOIS MITTERRAND;94041;Ivry-sur-Seine;64248.0;94;00851;Paris;10949158.0;02-Petite Couronne;14.0;3830.0;53.0;20258.0;433480.0;315119.0;37.56073102542214;De 300 à 450 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;B;229.0;177.0;173.0;15.871049316388158;64.73378042906369;14.803947904701916;4.591222349846234;38.0;2.459335284745637;48.824074;2.387803;48.824074, 2.387803
2;211844;CINEMA LE CINQ;ILE-DE-FRANCE;5 RUE DELAMBRE;77243;Lagny-sur-Marne;21332.0;77;00851;Paris;10949158.0;03-Grande couronne;3.0;492.0;53.0;6237.0;96046.0;59826.0;60.54223916023134;De 80 à 100 000 entrées;;OUI;C;;FIXE;NON;B;261.0;191.0;79.0;48.08444434840857;38.251690831694724;10.114738866440502;3.5491259534562114;132.0;17.48525249033039;48.879604;2.706124;48.879604, 2.706124
2;228122;ATELIER BARBARA;ILE-DE-FRANCE;22-24 RUE ALSACE LORRAINE;94044;Limeil-Brévannes;28391.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;165.0;46.0;152.0;2910.0;2098.0;38.70352716873213;De 2 à 5 000 entrées;;NON;NON;;FIXE;NON;B;131.0;114.0;1.0;69.50215601724814;16.58173265386123;7.212857702861624;6.703253626029008;47.0;25.715405723245787;48.744182;2.503331;48.744182, 2.503331
2;229833;CINE MUNICIPAL YVES MONTAND;ILE-DE-FRANCE;36 RUE EUGENE MASSE;93046;Livry-Gargan;45818.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;264.0;50.0;1075.0;27941.0;14100.0;98.16312056737588;De 20 à 30 000 entrées;;OUI;C;JP;FIXE;NON;B;189.0;150.0;0.0;60.21403467203727;25.609130039884693;8.86545827903487;5.311377009043163;83.0;29.419894957153574;48.92579;2.545121;48.92579, 2.545121
2;244700;MEGA CGR;ILE-DE-FRANCE;PLACE HENRI DUNANT;78361;Mantes-la-Jolie;44114.0;78;00851;Paris;10949158.0;03-Grande couronne;9.0;2053.0;53.0;17812.0;323667.0;196138.0;65.02003691278591;De 300 à 450 000 entrées;CGR;NON;NON;;FIXE;OUI;B;228.0;166.0;162.0;26.01956498147373;57.73312869168876;11.111731237306792;5.13557508953072;33.0;2.412911027394075;48.989664;1.715981;48.989664, 1.715981
2;264672;LA ROTONDE;ILE-DE-FRANCE;PLACE DU 14 JUILLET;77296;Moissy-Cramayel;18117.0;77;00851;Paris;10949158.0;03-Grande couronne;1.0;349.0;49.0;688.0;17062.0;10240.0;66.62109375;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;183.0;131.0;1.0;55.393109884127846;25.491873396065014;13.17365269461078;5.941364025196361;98.0;54.25771832957462;48.628281;2.589982;48.628281, 2.589982
2;273182;CENTRE PICASSO;ILE-DE-FRANCE;RUE GUY DE MAUPASSANT;95424;Montigny-lès-Cormeilles;22305.0;95;00851;Paris;10949158.0;03-Grande couronne;1.0;304.0;36.0;99.0;5593.0;3883.0;44.038114859644594;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;43.0;15.0;0.0;51.35069946936807;29.618909792571152;4.389773275446213;14.64061746261457;21.0;60.66087795465509;48.997001;2.200873;48.997001, 2.200873
2;274702;L'EDEN;ILE-DE-FRANCE;5 RUE DE PONTOISE;95428;Montmorency;21942.0;95;00851;Paris;10949158.0;03-Grande couronne;2.0;222.0;52.0;2161.0;28001.0;17342.0;61.4634990197209;De 20 à 30 000 entrées;;OUI;C;JPPR;FIXE;NON;B;288.0;203.0;67.0;67.98491959683004;15.026544587212435;9.998461183350003;6.990074632607525;182.0;60.267754097099335;48.988818;2.318091;48.988818, 2.318091
2;288024;LA FAUVETTE;ILE-DE-FRANCE;21 AV DANIEL PERDRIGE;93049;Neuilly-Plaisance;21059.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;146.0;50.0;1266.0;19011.0;11310.0;68.09018567639258;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;240.0;173.0;1.0;63.75925510433027;16.636751177922367;11.308054745344402;8.295938972402963;142.0;53.25330940094234;48.87311;2.510505;48.87311, 2.510505
2;291891;ROYAL PALACE;ILE-DE-FRANCE;165 GRANDE RUE CHARLES DE GAULLE;94052;Nogent-sur-Marne;33820.0;94;00851;Paris;10949158.0;02-Petite Couronne;6.0;815.0;53.0;9566.0;160839.0;104989.0;53.19604910990676;De 150 à 200 000 entrées;;OUI;C;JP;FIXE;NON;B;346.0;237.0;168.0;47.47178956403201;36.02605205361876;11.916542549163154;4.5856158331860755;201.0;24.93310276929291;48.838331;2.489437;48.838331, 2.489437
2;299572;CINEMA JACQUES TATI;ILE-DE-FRANCE;14 AVENUE SAINT LAURENT;91471;Orsay;15890.0;91;00851;Paris;10949158.0;03-Grande couronne;3.0;339.0;53.0;3637.0;52423.0;32868.0;59.4955579895339;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;388.0;248.0;64.0;57.68216155721652;17.250889324113675;15.246412726327991;9.82053639234182;291.0;73.9318118230145;48.698781;2.189727;48.698781, 2.189727
2;305402;ESPACE DES ARTS;ILE-DE-FRANCE;PLACE CHARLES DE GAULLE;93057;Les Pavillons-sous-Bois;24003.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;329.0;51.0;1215.0;41827.0;24493.0;70.77124076266688;De 40 à 50 000 entrées;;OUI;C;;FIXE;NON;B;244.0;194.0;1.0;56.64523043944266;26.680064308681672;9.17738478027867;7.497320471596999;121.0;36.20310825294748;48.903037;2.507379;48.903037, 2.507379
2;307692;CENTRE DES BORDS DE MARNE;ILE-DE-FRANCE;2 RUE DE LA PRAIRIE;94058;Le Perreux-sur-Marne;33981.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;198.0;47.0;1084.0;38710.0;20962.0;84.66749355977483;De 30 à 40 000 entrées;;OUI;C;;FIXE;NON;B;218.0;156.0;30.0;69.17460229323412;16.721730197951082;9.964185568727615;4.139481940087176;132.0;51.90593853244121;48.84694;2.509968;48.84694, 2.509968
2;327945;UGC CINE CITE LA DEFENSE;ILE-DE-FRANCE;LE DOME;92062;Puteaux;44275.0;92;00851;Paris;10949158.0;02-Petite Couronne;16.0;3645.0;53.0;29433.0;907557.0;570610.0;59.05031457562959;De 700 000 à 1 million d'entrées;UGC;NON;NON;;FIXE;OUI;B;468.0;280.0;253.0;29.79487841561259;51.014352662586084;13.330861590103316;5.85990733169801;233.0;15.233883185856332;48.876233;2.242749;48.876233, 2.242749
2;327961;LE CENTRAL;ILE-DE-FRANCE;134 RUE DE LA REPUBLIQUE;92062;Puteaux;44275.0;92;00851;Paris;10949158.0;02-Petite Couronne;2.0;480.0;48.0;2512.0;37805.0;25296.0;49.45050600885514;De 30 à 40 000 entrées;;NON;NON;;FIXE;NON;B;152.0;105.0;30.0;39.43847209515096;44.927950594693506;11.951052150045745;3.6825251601097895;66.0;20.179551692589204;48.885137;2.239127;48.885137, 2.239127
2;353531;C2L CIN'HOCHE;ILE-DE-FRANCE;6 RUE HOCHE;78586;Sartrouville;52158.0;78;00851;Paris;10949158.0;03-Grande couronne;5.0;436.0;53.0;7210.0;97327.0;61613.0;57.965039845487155;De 80 à 100 000 entrées;UGC;NON;NON;;FIXE;NON;B;193.0;125.0;99.0;46.07164654646267;39.60318199215881;11.171109662870208;3.154061798508312;78.0;15.199288293041203;48.937892;2.159419;48.937892, 2.159419
2;362414;CINE SEL;ILE-DE-FRANCE;47 GRANDE RUE;92072;Sèvres;23472.0;92;00851;Paris;10949158.0;02-Petite Couronne;1.0;380.0;48.0;395.0;19643.0;10657.0;84.32016514966689;De 10 à 20 000 entrées;;OUI;C;;FIXE;NON;B;152.0;116.0;1.0;71.81986220803226;9.830280625105024;10.614462555312834;7.7353946115498795;103.0;73.74670923654287;48.82472689999999;2.21509930000002;48.82472689999999, 2.21509930000002
2;370411;LE CAPITOLE;ILE-DE-FRANCE;3 RUE LEDRU ROLLIN;92073;Suresnes;49992.0;92;00851;Paris;10949158.0;02-Petite Couronne;4.0;644.0;53.0;7479.0;103316.0;69033.0;49.661755971781616;De 100 à 150 000 entrées;;OUI;C;JPPR;FIXE;NON;B;251.0;157.0;136.0;55.693162890980254;29.473856309330394;10.67921482071876;4.153765978970602;154.0;37.19281035733628;48.871363;2.229109;48.871363, 2.229109
2;381941;GAUMONT;ILE-DE-FRANCE;8 RUE DU MONDIAL 1998;93066;Saint-Denis;114027.0;93;00851;Paris;10949158.0;02-Petite Couronne;9.0;1513.0;53.0;12507.0;190269.0;114951.0;65.52183104105227;De 150 à 200 000 entrées;PATHE-GAUMONT;NON;NON;;FIXE;OUI;B;207.0;98.0;84.0;7.109595088929067;48.64031030568053;8.479796493293529;35.770298112096874;14.0;0.5876045915149477;48.925395;2.363117;48.925395, 2.363117
2;390452;LES TOILES OLYMPIC;ILE-DE-FRANCE;PLACE FRANCOIS TRUFFAUT;95555;Saint-Gratien;21060.0;95;00851;Paris;10949158.0;03-Grande couronne;3.0;371.0;50.0;3599.0;51038.0;29894.0;70.7299123569947;De 50 à 80 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;237.0;136.0;81.0;62.843534934597336;16.12962034547195;7.848320495875302;13.17852422405542;213.0;91.66856569891983;48.971269;2.274468;48.971269, 2.274468
2;404603;LE LIDO;ILE-DE-FRANCE;70 AV DE LA REPUBLIQUE;94068;Saint-Maur-des-Fossés;75449.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;425.0;52.0;1535.0;40466.0;22365.0;80.93449586407333;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;276.0;163.0;75.0;70.85007484440243;9.587961868746554;9.215052916305575;10.346910370545444;235.0;85.8189553297093;48.798427;2.485821;48.798427, 2.485821
2;422871;STUDIO CINE;ILE-DE-FRANCE;207 RUE DE PARIS;95607;Taverny;26773.0;95;00851;Paris;10949158.0;03-Grande couronne;2.0;329.0;53.0;3027.0;25578.0;14308.0;78.76712328767124;De 20 à 30 000 entrées;;NON;NON;;FIXE;NON;B;243.0;186.0;21.0;59.74893963412021;23.37089242106165;7.853133970266912;9.027033974551218;117.0;33.02771946360482;49.026312;2.224754;49.026312, 2.224754
2;432832;CINEMA LE GRENIER A SEL;ILE-DE-FRANCE;PLACE DU 8 MAI 1945;78621;Trappes;33527.0;78;00851;Paris;10949158.0;03-Grande couronne;1.0;218.0;47.0;894.0;15583.0;9568.0;62.86580267558528;De 10 à 20 000 entrées;;OUI;C;JP;FIXE;NON;B;199.0;145.0;2.0;58.94708128750682;18.92389525368249;13.754773595199127;8.374249863611565;136.0;64.98908892525914;48.780183;1.992423;48.780183, 1.992423
2;437562;UGC LES ULIS;ILE-DE-FRANCE;CENTRE COMMERCIAL LES ULIS 2;91692;Les Ulis;25299.0;91;00851;Paris;10949158.0;03-Grande couronne;4.0;649.0;53.0;5239.0;39904.0;28615.0;39.45133671151495;De 30 à 40 000 entrées;UGC;NON;NON;;FIXE;NON;B;95.0;87.0;85.0;32.00431034482759;52.84182036888533;11.18434242181235;3.9695268644747395;2.0;0.4986968724939856;48.675884;2.175597;48.675884, 2.175597
2;439271;LES VARIETES;ILE-DE-FRANCE;72 RUE DE CHELLES;77479;Vaires-sur-Marne;13450.0;77;00851;Paris;10949158.0;03-Grande couronne;1.0;311.0;47.0;380.0;9572.0;4203.0;127.742088984059;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;109.0;92.0;1.0;77.92579544203457;14.785863701420235;5.956181878234064;1.3321589783111307;36.0;24.760541671253993;48.874168;2.632366;48.874168, 2.632366
2;448802;ESPACE MAURICE BEJART;ILE-DE-FRANCE;3 BLVD ANDRE MALRAUX;78642;Verneuil-sur-Seine;16283.0;78;00851;Paris;10949158.0;03-Grande couronne;1.0;312.0;49.0;810.0;20692.0;9479.0;118.29306888912332;De 20 à 30 000 entrées;;NON;NON;;FIXE;NON;B;214.0;177.0;1.0;63.51052631578947;16.473684210526315;15.626315789473685;4.389473684210526;98.0;27.310526315789474;48.979213;1.97461;48.979213, 1.97461
2;456762;CINEMA D ART ROMAIN ROLLAND;ILE-DE-FRANCE;18 RUE EUGENE VARLIN;94076;Villejuif;56585.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;616.0;47.0;314.0;19424.0;8847.0;119.55465129422404;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;119.0;104.0;0.0;66.05873441323855;20.551217806782425;10.319310103717516;3.070737676261508;72.0;55.52383172124461;48.793428;2.363199;48.793428, 2.363199
2;457983;ESPACE CULTUREL;ILE-DE-FRANCE;56BIS AVENUE CARNOT;94077;Villeneuve-le-Roi;21493.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;448.0;12.0;15.0;1409.0;1420.0;-0.7746478873239426;Moins de 2000 entrées;;NON;NON;;FIXE;NON;B;15.0;11.0;0.0;80.0567778566359;5.819730305180979;14.123491838183108;0.0;1.0;4.897090134847409;48.735355;2.416829;48.735355, 2.416829
2;469245;CINEMA PARADISO;ILE-DE-FRANCE;2 RUE MARC SANGNIER;91691;Yerres;29325.0;91;00851;Paris;10949158.0;03-Grande couronne;1.0;214.0;53.0;1139.0;25315.0;13657.0;85.36281760269459;De 20 à 30 000 entrées;;OUI;C;;FIXE;NON;B;225.0;152.0;7.0;65.9082715802123;20.917284197877027;9.69357099939916;3.4808732225115167;130.0;38.61806529140797;48.714932;2.489765;48.714932, 2.489765
2;720300;UGC CINE CITE;ILE-DE-FRANCE;CENTRE COMMERCIAL CRETEIL SOLEIL;94028;Créteil;92984.0;94;00851;Paris;10949158.0;02-Petite Couronne;18.0;3710.0;53.0;36383.0;626495.0;348354.0;79.84435373212307;De 450 à 700 000 entrées;UGC;NON;NON;;FIXE;OUI;B;494.0;299.0;278.0;31.390551845882264;51.994269194361294;11.759824238237778;4.855354721518664;238.0;11.658607721237239;48.797186;2.469391;48.797186, 2.469391
2;723680;CGR MY PLACE SARCELLES;ILE-DE-FRANCE;2 ALLEE HENRI DUNANT;95585;Sarcelles;58715.0;95;00851;Paris;10949158.0;03-Grande couronne;10.0;1817.0;53.0;20527.0;306705.0;171721.0;78.6065769474904;De 300 à 450 000 entrées;CGR;NON;NON;;FIXE;OUI;B;250.0;169.0;163.0;19.790712584722478;58.18275194305603;10.065291916363542;11.961243555857955;24.0;1.192329835396331;48.984111;2.372423;48.984111, 2.372423
2;724920;STARS - PREMIERE CINEMAS;ILE-DE-FRANCE;13 AVENUE CHARLES DE GAULLE;91021;Arpajon;11266.0;91;00851;Paris;10949158.0;03-Grande couronne;5.0;527.0;12.0;1331.0;14254.0;;;De 10 à 20 000 entrées;;NON;NON;;FIXE;NON;B;75.0;63.0;28.0;44.109870740305524;54.8105170387779;0.21298472385428904;0.8666274970622797;36.0;19.682726204465332;48.590692;2.250123;48.590692, 2.250123
1;55;ELYSEES LINCOLN;ILE-DE-FRANCE;14 RUE LINCOLN;75108;Paris 8e Arrondissement;36218.0;75;00851;Paris;10949158.0;01-Paris;3.0;448.0;51.0;4424.0;38400.0;23042.0;66.65220032983248;De 30 à 40 000 entrées;;OUI;A;RD;FIXE;NON;C;157.0;104.0;85.0;64.79548585355516;4.975098018438063;19.079156511603262;11.150259616403519;120.0;88.4894563950408;48.870512;2.303157;48.870512, 2.303157
1;311;GRAND REX;ILE-DE-FRANCE;5 BD POISSONNIERE;75102;Paris 2e Arrondissement;21277.0;75;00851;Paris;10949158.0;01-Paris;7.0;4274.0;53.0;10059.0;619648.0;473518.0;30.86049527156307;De 450 à 700 000 entrées;;NON;NON;;FIXE;NON;C;212.0;116.0;102.0;9.116869859606277;65.37369410578955;13.33288107559811;12.176554959006067;34.0;2.436538548511103;48.86872;2.347608;48.86872, 2.347608
1;451;UGC MONTPARNASSE;ILE-DE-FRANCE;83 BD DU MONTPARNASSE;75106;Paris 6e Arrondissement;40452.0;75;00851;Paris;10949158.0;01-Paris;7.0;1490.0;53.0;11996.0;268644.0;190458.0;41.05157042497558;De 200 à 300 000 entrées;UGC;NON;NON;;FIXE;NON;C;140.0;115.0;113.0;47.74611330846753;33.88023092901224;14.312490374827686;4.06116538769255;36.0;15.882942880001801;48.84351;2.325646;48.84351, 2.325646
1;531;MK2 BEAUBOURG;ILE-DE-FRANCE;50 RUE RAMBUTEAU;75103;Paris 3e Arrondissement;33651.0;75;00851;Paris;10949158.0;01-Paris;6.0;557.0;53.0;13857.0;226812.0;158940.0;42.70290675726689;De 200 à 300 000 entrées;MK2;OUI;A;RDPR;FIXE;NON;C;262.0;125.0;110.0;54.52473287775519;9.285016972226453;14.927946405380958;21.262303744637403;183.0;94.91997528055673;48.861555;2.352217;48.861555, 2.352217
1;721;MK2 ODEON COTE SAINT-MICHEL;ILE-DE-FRANCE;7 RUE HAUTEFEUILLE;75106;Paris 6e Arrondissement;40452.0;75;00851;Paris;10949158.0;01-Paris;4.0;510.0;53.0;8295.0;106817.0;76108.0;40.3492405528985;De 100 à 150 000 entrées;MK2;OUI;A;RD;FIXE;NON;C;189.0;150.0;73.0;60.63843782889791;10.993647571793714;13.352315441287024;15.01559915802135;150.0;86.73883626522327;48.852188;2.342788;48.852188, 2.342788
1;731;MK2 ODEON COTE SAINT-GERMAIN;ILE-DE-FRANCE;113 BD ST GERMAIN;75106;Paris 6e Arrondissement;40452.0;75;00851;Paris;10949158.0;01-Paris;5.0;678.0;53.0;9877.0;207423.0;143364.0;44.682765547836276;De 200 à 300 000 entrées;MK2;NON;NON;;FIXE;NON;C;126.0;114.0;105.0;59.64864043529224;20.457384869928465;13.57345797818715;6.320516716592141;88.0;63.21047325489969;48.852437;2.338266;48.852437, 2.338266
1;1392;L'ARCHIPEL;ILE-DE-FRANCE;17 BD DE STRASBOURG;75110;Paris 10e Arrondissement;83873.0;75;00851;Paris;10949158.0;01-Paris;2.0;204.0;50.0;3292.0;34016.0;16679.0;103.94508064032615;De 30 à 40 000 entrées;;OUI;A;RDJPPR;FIXE;NON;C;328.0;113.0;1.0;52.5831493006759;13.822525597269625;18.02516228334337;15.569162818711103;279.0;92.69557652412502;48.870455;2.35466;48.870455, 2.35466
1;1791;LUMINOR HOTEL DE VILLE;ILE-DE-FRANCE;20 RUE DU TEMPLE;75104;Paris 4e Arrondissement;29326.0;75;00851;Paris;10949158.0;01-Paris;2.0;238.0;53.0;3746.0;74147.0;37359.0;98.47158649856796;De 50 à 80 000 entrées;;OUI;A;RDJPPR;FIXE;NON;C;283.0;144.0;38.0;55.90093281379147;8.630003542330854;19.589089620970597;15.879974022907072;213.0;84.99970480576219;48.858689;2.353591;48.858689, 2.353591
1;4713;BORIS VIAN GRANDE HALLE;ILE-DE-FRANCE;211 AV JEAN JAURES;75119;Paris 19e Arrondissement;184156.0;75;00851;Paris;10949158.0;01-Paris;1.0;287.0;5.0;25.0;9690.0;;;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;C;24.0;0.0;0.0;35.651271406331084;45.967825635703164;18.380902957965752;0.0;23.0;96.29475869226778;48.888947;2.392436;48.888947, 2.392436
1;5841;MK2 BASTILLE COTE FAUBOURG SAINT-ANTOINE;ILE-DE-FRANCE;5 RUE DU FAUBOURG ST ANTOINE;75111;Paris 11e Arrondissement;145124.0;75;00851;Paris;10949158.0;01-Paris;3.0;423.0;53.0;5964.0;137679.0;85778.0;60.50619039847047;De 100 à 150 000 entrées;MK2;OUI;A;RD;FIXE;NON;C;98.0;77.0;58.0;64.32353517965703;9.279556068826764;8.367289129061078;18.029619622455133;86.0;94.73194895372569;48.853157;2.370719;48.853157, 2.370719
1;5852;MAJESTIC BASTILLE;ILE-DE-FRANCE;4 BD RICHARD LENOIR;75111;Paris 11e Arrondissement;145124.0;75;00851;Paris;10949158.0;01-Paris;2.0;356.0;53.0;3980.0;83619.0;53823.0;55.35923304163648;De 80 à 100 000 entrées;;OUI;A;RDJP;FIXE;NON;C;179.0;111.0;56.0;61.942399586723496;12.962675965388094;13.989409789487278;11.105514658401136;137.0;88.97068319772697;48.860238;2.37214;48.860238, 2.37214
1;6531;UGC LYON BASTILLE;ILE-DE-FRANCE;12 RUE DE LYON;75112;Paris 12e Arrondissement;141275.0;75;00851;Paris;10949158.0;01-Paris;7.0;1273.0;53.0;12127.0;200980.0;136006.0;47.772892372395326;De 200 à 300 000 entrées;UGC;NON;NON;;FIXE;NON;C;175.0;126.0;117.0;45.27515175639367;40.98367996815603;11.657378843666036;2.083789431784257;52.0;6.620559259627824;48.847502;2.371855;48.847502, 2.371855
1;7231;CHAPLIN SAINT LAMBERT;ILE-DE-FRANCE;6 RUE PECLET;75115;Paris 15e Arrondissement;231186.0;75;00851;Paris;10949158.0;01-Paris;3.0;363.0;52.0;5329.0;67653.0;41308.0;63.77699235015009;De 50 à 80 000 entrées;;OUI;A;JPPR;FIXE;NON;C;395.0;242.0;3.0;62.2357066730842;12.96627359301406;15.524117303262628;9.273902430639117;302.0;67.33764224567676;48.843204;2.298558;48.843204, 2.298558
1;8161;CHAPLIN DENFERT;ILE-DE-FRANCE;24 PLACE DENFERT ROCHEREAU;75114;Paris 14e Arrondissement;134926.0;75;00851;Paris;10949158.0;01-Paris;1.0;133.0;53.0;1840.0;29406.0;17940.0;63.913043478260875;De 20 à 30 000 entrées;;OUI;A;JP;FIXE;NON;C;247.0;126.0;2.0;64.12760962522009;14.391716274000169;14.437830133310975;7.042843967468769;189.0;70.28590592772701;48.833879;2.330976;48.833879, 2.330976
1;8341;NOUVEL ODEON;ILE-DE-FRANCE;6 RUE DE L ECOLE DE MEDECINE;75106;Paris 6e Arrondissement;40452.0;75;00851;Paris;10949158.0;01-Paris;1.0;119.0;53.0;1597.0;30787.0;18313.0;68.11554633320591;De 30 à 40 000 entrées;;OUI;A;RDPR;FIXE;NON;C;180.0;49.0;1.0;62.32582538277433;9.802957280089178;17.337136487328284;10.534080849808202;171.0;94.45591947804989;48.850764;2.341747;48.850764, 2.341747
1;8422;LE CHAMPO;ILE-DE-FRANCE;51 RUE DES ECOLES;75105;Paris 5e Arrondissement;58050.0;75;00851;Paris;10949158.0;01-Paris;2.0;240.0;53.0;4172.0;95673.0;50555.0;89.24537632281672;De 80 à 100 000 entrées;;OUI;A;PR;FIXE;NON;C;254.0;12.0;1.0;37.02070794225346;17.74169788290753;25.036828149332884;20.200766025506123;221.0;82.11730291678943;48.849983;2.343211;48.849983, 2.343211
1;9600;MK2 BIBLIOTHEQUE;ILE-DE-FRANCE;128 A 162 AVENUE DE FRANCE;75113;Paris 13e Arrondissement;179013.0;75;00851;Paris;10949158.0;01-Paris;16.0;2952.0;53.0;34289.0;803575.0;593144.0;35.477219697071874;De 700 000 à 1 million d'entrées;MK2;NON;NON;;FIXE;OUI;C;426.0;316.0;294.0;28.853265873969093;45.84872187525022;16.88986307950997;8.408149171270718;217.0;28.865776883657617;48.833718;2.373922;48.833718, 2.373922
1;9950;CGR PARIS LILAS;ILE-DE-FRANCE;PLACE DU MAQUIS DU VERCORS;75120;Paris 20e Arrondissement;193044.0;75;00851;Paris;10949158.0;01-Paris;7.0;1394.0;53.0;13561.0;203607.0;134186.0;51.73490528072973;De 200 à 300 000 entrées;CGR;NON;NON;;FIXE;NON;C;212.0;129.0;121.0;22.93100579363759;55.6174081413466;11.77686679675879;9.674719268257018;41.0;5.280328356553265;48.852605;2.406733;48.852605, 2.406733
2;23323;LE FIGUIER BLANC;ILE-DE-FRANCE;3TER RUE GREGOIRE COLLAS;95018;Argenteuil;109058.0;95;00851;Paris;10949158.0;03-Grande couronne;3.0;826.0;50.0;3159.0;46061.0;29726.0;54.951893964879226;De 40 à 50 000 entrées;;OUI;C;JPPR;FIXE;NON;B;244.0;174.0;44.0;48.13883065455393;29.541113440484512;11.861169345446076;10.45888655951549;152.0;41.66783135336595;48.943679;2.24855;48.943679, 2.24855
2;60942;LE FORUM;ILE-DE-FRANCE;PLACE DU FORUM;94004;Boissy-Saint-Léger;17345.0;94;00851;Paris;10949158.0;02-Petite Couronne;1.0;114.0;42.0;219.0;5728.0;2036.0;181.33595284872297;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;123.0;95.0;0.0;43.48739495798319;21.19514472455649;24.463118580765638;10.854341736694678;63.0;65.33613445378151;48.754035;2.502015;48.754035, 2.502015
2;66835;CINEMA LANDOWSKI;ILE-DE-FRANCE;28 AVENUE ANDRE-MORIZET;92012;Boulogne-Billancourt;122162.0;92;00851;Paris;10949158.0;02-Petite Couronne;1.0;154.0;48.0;1697.0;41099.0;23607.0;74.09666624306351;De 40 à 50 000 entrées;;OUI;C;RDJPPR;FIXE;NON;B;188.0;105.0;80.0;57.12281706269682;7.729745204695105;15.757228743200688;19.390208989407387;170.0;93.71027769825365;48.83591;2.239289;48.83591, 2.239289
2;68114;LE CINEMA;ILE-DE-FRANCE;10 AVENUE FRANCIS DE PRESSENSE;93013;Le Bourget;15695.0;93;00851;Paris;10949158.0;02-Petite Couronne;1.0;83.0;49.0;1112.0;6622.0;863.0;667.3232908458864;De 5 à 10 000 entrées;;NON;NON;;FIXE;NON;B;198.0;169.0;1.0;61.87910422630072;23.219397204916653;11.483414716282201;3.418083852500421;78.0;54.63882808553628;48.932361;2.424858;48.932361, 2.424858
2;106262;LOUIS JOUVET;ILE-DE-FRANCE;3 PLACE MAURICE BERTEAUX;78146;Chatou;30190.0;78;00851;Paris;10949158.0;03-Grande couronne;2.0;459.0;51.0;1984.0;48282.0;28945.0;66.8060114009328;De 40 à 50 000 entrées;;NON;NON;;FIXE;NON;B;250.0;183.0;67.0;64.05316894625312;19.000834778141655;12.022945696611657;4.923050578993557;150.0;39.35015732357285;48.886917;2.156299;48.886917, 2.156299
2;108774;COSMOS;ILE-DE-FRANCE;22 AV DE LA RESISTANCE;77108;Chelles;54691.0;77;00851;Paris;10949158.0;03-Grande couronne;2.0;645.0;52.0;3538.0;63326.0;36307.0;74.41815627840363;De 50 à 80 000 entrées;;OUI;C;JP;FIXE;NON;B;274.0;152.0;32.0;41.105517276929156;44.97156308527638;10.720115465901477;3.2028041718929883;145.0;22.098317840512724;48.877872;2.586341;48.877872, 2.586341
